"BioCeramic",,,"Coralline",,,"MedPor",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm"
,,,,,,"215.596","760.587","3.592813"
,,,,,,"215.598","760.587","3.592844"
,,,,,,"215.6","760.6347","3.592875"
,,,,,,"215.602","760.6347","3.592906"
,,,,,,"215.604","760.6347","3.592948"
,,,,,,"215.606","760.6347","3.592979"
,,,,,,"215.608","760.6347","3.59301"
,,,,,,"215.61","760.6347","3.593042"
,,,,,,"215.612","760.6347","3.593073"
,,,,,,"215.614","760.6666","3.593115"
,,,,,,"215.616","760.6666","3.593146"
,,,,,,"215.618","760.6666","3.593177"
,,,,,,"215.62","760.6666","3.593208"
,,,,,,"215.622","760.6666","3.59324"
,,,,,,"215.624","760.7142","3.593281"
,,,,,,"215.626","760.7142","3.593313"
,,,,,,"215.628","760.7142","3.593344"
,,,,,,"215.63","760.7142","3.593375"
,,,,,,"215.632","760.7142","3.593406"
,,,,,,"215.634","760.7142","3.593448"
,,,,,,"215.636","760.746","3.593479"
,,,,,,"215.638","760.746","3.59351"
,,,,,,"215.64","760.746","3.593542"
,,,,,,"215.642","760.746","3.593573"
,,,,,,"215.644","760.746","3.593615"
,,,,,,"215.646","760.7778","3.593646"
,,,,,,"215.648","760.7937","3.593677"
,,,,,,"215.65","760.7937","3.593708"
,,,,,,"215.652","760.7937","3.59374"
,,,,,,"215.654","760.7937","3.593781"
,,,,,,"215.656","760.7937","3.593812"
,,,,,,"215.658","760.8254","3.593844"
,,,,,,"215.66","760.8254","3.593875"
,,,,,,"215.662","760.8254","3.593906"
,,,,,,"215.664","760.8254","3.593948"
,,,,,,"215.666","760.8254","3.593979"
,,,,,,"215.668","760.8732","3.59401"
,,,,,,"215.67","760.8732","3.594042"
,,,,,,"215.672","760.8732","3.594073"
,,,,,,"215.674","760.8732","3.594104"
,,,,,,"215.676","760.8732","3.594146"
,,,,,,"215.678","760.889","3.594177"
,,,,,,"215.68","760.905","3.594208"
,,,,,,"215.682","760.905","3.594239"
,,,,,,"215.684","760.905","3.594271"
,,,,,,"215.686","760.905","3.594302"
,,,,,,"215.688","760.9526","3.594344"
,,,,,,"215.69","760.9526","3.594375"
,,,,,,"215.692","760.9526","3.594406"
,,,,,,"215.694","760.9526","3.594437"
,,,,,,"215.696","760.9526","3.594469"
,,,,,,"215.698","760.9526","3.59451"
,,,,,,"215.7","760.9844","3.594542"
,,,,,,"215.702","760.9844","3.594573"
,,,,,,"215.704","760.9844","3.594604"
,,,,,,"215.706","760.9844","3.594635"
,,,,,,"215.708","760.9844","3.594677"
,,,,,,"215.71","761.0162","3.594708"
,,,,,,"215.712","761.0321","3.594739"
,,,,,,"215.714","761.0321","3.594771"
,,,,,,"215.716","761.0321","3.594802"
,,,,,,"215.718","761.0321","3.594844"
,,,,,,"215.72","761.0321","3.594875"
,,,,,,"215.722","761.0321","3.594906"
,,,,,,"215.724","761.0639","3.594938"
,,,,,,"215.726","761.0639","3.594969"
,,,,,,"215.728","761.0639","3.59501"
,,,,,,"215.73","761.0639","3.595042"
,,,,,,"215.732","761.0639","3.595073"
,,,,,,"215.734","761.0639","3.595104"
,,,,,,"215.736","761.1116","3.595135"
,,,,,,"215.738","761.1116","3.595177"
,,,,,,"215.74","761.1116","3.595208"
,,,,,,"215.742","761.1116","3.59524"
,,,,,,"215.744","761.1116","3.595271"
,,,,,,"215.746","761.1116","3.595302"
,,,,,,"215.748","761.1116","3.595344"
,,,,,,"215.75","761.1434","3.595375"
,,,,,,"215.752","761.1434","3.595406"
,,,,,,"215.754","761.1434","3.595438"
,,,,,,"215.756","761.1434","3.595469"
,,,,,,"215.758","761.1434","3.5955"
,,,,,,"215.76","761.191","3.595531"
,,,,,,"215.762","761.191","3.595573"
,,,,,,"215.764","761.191","3.595604"
,,,,,,"215.766","761.191","3.595635"
,,,,,,"215.768","761.191","3.595667"
,,,,,,"215.77","761.191","3.595708"
,,,,,,"215.772","761.191","3.59574"
,,,,,,"215.774","761.2228","3.595771"
,,,,,,"215.776","761.2228","3.595802"
,,,,,,"215.778","761.2228","3.595833"
,,,,,,"215.78","761.2228","3.595865"
,,,,,,"215.782","761.2228","3.595906"
,,,,,,"215.784","761.2228","3.595937"
,,,,,,"215.786","761.2705","3.595969"
,,,,,,"215.788","761.2705","3.596"
,,,,,,"215.79","761.2705","3.596031"
,,,,,,"215.792","761.2705","3.596073"
,,,,,,"215.794","761.2705","3.596104"
,,,,,,"215.796","761.2705","3.596135"
,,,,,,"215.798","761.2864","3.596167"
,,,,,,"215.8","761.3023","3.596198"
,,,,,,"215.802","761.3023","3.59624"
,,,,,,"215.804","761.3023","3.596271"
,,,,,,"215.806","761.3023","3.596302"
,,,,,,"215.808","761.3023","3.596333"
,,,,,,"215.81","761.3023","3.596375"
,,,,,,"215.812","761.35","3.596406"
,,,,,,"215.814","761.35","3.596437"
,,,,,,"215.816","761.35","3.596469"
,,,,,,"215.818","761.35","3.59651"
,,,,,,"215.82","761.35","3.596542"
,,,,,,"215.822","761.35","3.596573"
,,,,,,"215.824","761.3818","3.596604"
,,,,,,"215.826","761.3818","3.596635"
,,,,,,"215.828","761.3818","3.596677"
,,,,,,"215.83","761.3818","3.596708"
,,,,,,"215.832","761.3818","3.59674"
,,,,,,"215.834","761.3818","3.596771"
,,,,,,"215.836","761.4295","3.596802"
,,,,,,"215.838","761.4295","3.596844"
,,,,,,"215.84","761.4295","3.596875"
,,,,,,"215.842","761.4295","3.596906"
,,,,,,"215.844","761.4295","3.596937"
,,,,,,"215.846","761.4295","3.596979"
,,,,,,"215.848","761.4612","3.59701"
,,,,,,"215.85","761.4612","3.597042"
,,,,,,"215.852","761.4612","3.597073"
,,,,,,"215.854","761.4612","3.597104"
,,,,,,"215.856","761.4612","3.597146"
,,,,,,"215.858","761.4612","3.597177"
,,,,,,"215.86","761.4772","3.597208"
,,,,,,"215.862","761.5089","3.597239"
,,,,,,"215.864","761.5089","3.597281"
,,,,,,"215.866","761.5089","3.597312"
,,,,,,"215.868","761.5089","3.597344"
,,,,,,"215.87","761.5089","3.597375"
,,,,,,"215.872","761.5089","3.597406"
,,,,,,"215.874","761.5407","3.597448"
,,,,,,"215.876","761.5407","3.597479"
,,,,,,"215.878","761.5407","3.59751"
,,,,,,"215.88","761.5407","3.597542"
,,,,,,"215.882","761.5407","3.597583"
,,,,,,"215.884","761.5566","3.597615"
,,,,,,"215.886","761.5884","3.597646"
,,,,,,"215.888","761.5884","3.597677"
,,,,,,"215.89","761.5884","3.597719"
,,,,,,"215.892","761.5884","3.59775"
,,,,,,"215.894","761.5884","3.597781"
,,,,,,"215.896","761.5884","3.597812"
,,,,,,"215.898","761.6202","3.597844"
,,,,,,"215.9","761.6202","3.597885"
,,,,,,"215.902","761.6202","3.597917"
,,,,,,"215.904","761.6202","3.597948"
,,,,,,"215.906","761.6202","3.597979"
,,,,,,"215.908","761.6361","3.59801"
,,,,,,"215.91","761.6679","3.598052"
,,,,,,"215.912","761.6679","3.598083"
,,,,,,"215.914","761.6679","3.598114"
,,,,,,"215.916","761.6679","3.598146"
,,,,,,"215.918","761.6679","3.598187"
,,,,,,"215.92","761.6679","3.598219"
,,,,,,"215.922","761.6997","3.59825"
,,,,,,"215.924","761.6997","3.598281"
,,,,,,"215.926","761.6997","3.598312"
,,,,,,"215.928","761.6997","3.598354"
,,,,,,"215.93","761.6997","3.598385"
,,,,,,"215.932","761.6997","3.598417"
,,,,,,"215.934","761.7314","3.598448"
,,,,,,"215.936","761.7474","3.59849"
,,,,,,"215.938","761.7474","3.598521"
,,,,,,"215.94","761.7474","3.598552"
,,,,,,"215.942","761.7474","3.598583"
,,,,,,"215.944","761.7474","3.598625"
,,,,,,"215.946","761.7474","3.598656"
,,,,,,"215.948","761.7791","3.598687"
,,,,,,"215.95","761.7791","3.598719"
,,,,,,"215.952","761.7791","3.59876"
,,,,,,"215.954","761.7791","3.598792"
,,,,,,"215.956","761.7791","3.598823"
,,,,,,"215.958","761.7791","3.598854"
,,,,,,"215.96","761.8268","3.598885"
,,,,,,"215.962","761.8268","3.598927"
,,,,,,"215.964","761.8268","3.598958"
,,,,,,"215.966","761.8268","3.598989"
,,,,,,"215.968","761.8268","3.599021"
,,,,,,"215.97","761.8268","3.599052"
,,,,,,"215.972","761.8268","3.599094"
,,,,,,"215.974","761.8586","3.599125"
,,,,,,"215.976","761.8586","3.599156"
,,,,,,"215.978","761.8586","3.599187"
,,,,,,"215.98","761.8586","3.599219"
,,,,,,"215.982","761.8586","3.59926"
,,,,,,"215.984","761.9063","3.599292"
,,,,,,"215.986","761.9063","3.599323"
,,,,,,"215.988","761.9063","3.599354"
,,,,,,"215.99","761.9063","3.599385"
,,,,,,"215.992","761.9063","3.599427"
,,,,,,"215.994","761.9063","3.599458"
,,,,,,"215.996","761.9063","3.599489"
,,,,,,"215.998","761.9381","3.599521"
,,,,,,"216","761.9381","3.599552"
,,,,,,"216.002","761.9381","3.599594"
,,,,,,"216.004","761.9381","3.599625"
,,,,,,"216.006","761.9381","3.599656"
,,,,,,"216.008","761.9858","3.599688"
,,,,,,"216.01","761.9858","3.599719"
,,,,,,"216.012","761.9858","3.59975"
,,,,,,"216.014","761.9858","3.599781"
,,,,,,"216.016","761.9858","3.599823"
,,,,,,"216.018","761.9858","3.599854"
,,,,,,"216.02","762.0176","3.599885"
,,,,,,"216.022","762.0176","3.599927"
,,,,,,"216.024","762.0176","3.599958"
,,,,,,"216.026","762.0176","3.59999"
,,,,,,"216.028","762.0176","3.600021"
,,,,,,"216.03","762.0494","3.600052"
,,,,,,"216.032","762.0652","3.600083"
,,,,,,"216.034","762.0652","3.600115"
,,,,,,"216.036","762.0652","3.600156"
,,,,,,"216.038","762.0652","3.600188"
,,,,,,"216.04","762.0652","3.600219"
,,,,,,"216.042","762.097","3.60025"
,,,,,,"216.044","762.097","3.600281"
,,,,,,"216.046","762.097","3.600323"
,,,,,,"216.048","762.097","3.600354"
,,,,,,"216.05","762.097","3.600385"
,,,,,,"216.052","762.097","3.600417"
,,,,,,"216.054","762.1288","3.600448"
,,,,,,"216.056","762.1447","3.60049"
,,,,,,"216.058","762.1447","3.600521"
,,,,,,"216.06","762.1447","3.600552"
,,,,,,"216.062","762.1447","3.600583"
,,,,,,"216.064","762.1447","3.600615"
,,,,,,"216.066","762.1765","3.600646"
,,,,,,"216.068","762.1765","3.600688"
,,,,,,"216.07","762.1765","3.600719"
,,,,,,"216.072","762.1765","3.60075"
,,,,,,"216.074","762.1765","3.600781"
,,,,,,"216.076","762.1765","3.600812"
,,,,,,"216.078","762.2083","3.600844"
,,,,,,"216.08","762.2242","3.600885"
,,,,,,"216.082","762.2242","3.600917"
,,,,,,"216.084","762.2242","3.600948"
,,,,,,"216.086","762.2242","3.600979"
,,,,,,"216.088","762.2242","3.60101"
,,,,,,"216.09","762.256","3.601052"
,,,,,,"216.092","762.256","3.601083"
,,,,,,"216.094","762.256","3.601115"
,,,,,,"216.096","762.256","3.601146"
,,,,,,"216.098","762.256","3.601177"
,,,,,,"216.1","762.256","3.601219"
,,,,,,"216.102","762.2878","3.60125"
,,,,,,"216.104","762.3036","3.601281"
,,,,,,"216.106","762.3036","3.601312"
,,,,,,"216.108","762.3036","3.601344"
,,,,,,"216.11","762.3036","3.601375"
,,,,,,"216.112","762.3354","3.601406"
,,,,,,"216.114","762.3354","3.601448"
,,,,,,"216.116","762.3354","3.601479"
,,,,,,"216.118","762.3354","3.60151"
,,,,,,"216.12","762.3354","3.601542"
,,,,,,"216.122","762.3354","3.601573"
,,,,,,"216.124","762.3832","3.601614"
,,,,,,"216.126","762.3832","3.601646"
,,,,,,"216.128","762.3832","3.601677"
,,,,,,"216.13","762.3832","3.601708"
,,,,,,"216.132","762.3832","3.60174"
,,,,,,"216.134","762.399","3.601781"
,,,,,,"216.136","762.4149","3.601812"
,,,,,,"216.138","762.4149","3.601844"
,,,,,,"216.14","762.4149","3.601875"
,,,,,,"216.142","762.4149","3.601906"
,,,,,,"216.144","762.4626","3.601948"
,,,,,,"216.146","762.4626","3.601979"
,,,,,,"216.148","762.4626","3.60201"
,,,,,,"216.15","762.4626","3.602042"
,,,,,,"216.152","762.4626","3.602073"
,,,,,,"216.154","762.4626","3.602104"
,,,,,,"216.156","762.4944","3.602146"
,,,,,,"216.158","762.4944","3.602177"
,,,,,,"216.16","762.4944","3.602208"
,,,,,,"216.162","762.4944","3.60224"
,,,,,,"216.164","762.4944","3.602271"
,,,,,,"216.166","762.4944","3.602313"
,,,,,,"216.168","762.5421","3.602344"
,,,,,,"216.17","762.5421","3.602375"
,,,,,,"216.172","762.5421","3.602406"
,,,,,,"216.174","762.5421","3.602437"
,,,,,,"216.176","762.5421","3.602479"
,,,,,,"216.178","762.5421","3.60251"
,,,,,,"216.18","762.5421","3.602542"
,,,,,,"216.182","762.5739","3.602573"
,,,,,,"216.184","762.5739","3.602604"
,,,,,,"216.186","762.5739","3.602646"
,,,,,,"216.188","762.5739","3.602677"
,,,,,,"216.19","762.5739","3.602708"
,,,,,,"216.192","762.5739","3.60274"
,,,,,,"216.194","762.6216","3.602771"
,,,,,,"216.196","762.6216","3.602813"
,,,,,,"216.198","762.6216","3.602844"
,,,,,,"216.2","762.6216","3.602875"
,,,,,,"216.202","762.6216","3.602906"
,,,,,,"216.204","762.6216","3.602937"
,,,,,,"216.206","762.6375","3.602979"
,,,,,,"216.208","762.6533","3.60301"
,,,,,,"216.21","762.6533","3.603042"
,,,,,,"216.212","762.6533","3.603073"
,,,,,,"216.214","762.6533","3.603104"
,,,,,,"216.216","762.6533","3.603146"
,,,,,,"216.218","762.6533","3.603177"
,,,,,,"216.22","762.6693","3.603208"
,,,,,,"216.222","762.701","3.60324"
,,,,,,"216.224","762.701","3.603271"
,,,,,,"216.226","762.701","3.603312"
,,,,,,"216.228","762.701","3.603344"
,,,,,,"216.23","762.701","3.603375"
,,,,,,"216.232","762.701","3.603406"
,,,,,,"216.234","762.7328","3.603448"
,,,,,,"216.236","762.7328","3.603479"
,,,,,,"216.238","762.7328","3.60351"
,,,,,,"216.24","762.7328","3.603542"
,,,,,,"216.242","762.7328","3.603573"
,,,,,,"216.244","762.7328","3.603615"
,,,,,,"216.246","762.7646","3.603646"
,,,,,,"216.248","762.7805","3.603677"
,,,,,,"216.25","762.7805","3.603708"
,,,,,,"216.252","762.7805","3.60374"
,,,,,,"216.254","762.7805","3.603781"
,,,,,,"216.256","762.7805","3.603812"
,,,,,,"216.258","762.8123","3.603844"
,,,,,,"216.26","762.8123","3.603875"
,,,,,,"216.262","762.8123","3.603906"
,,,,,,"216.264","762.8123","3.603948"
,,,,,,"216.266","762.8123","3.603979"
,,,,,,"216.268","762.8282","3.60401"
,,,,,,"216.27","762.86","3.604042"
,,,,,,"216.272","762.86","3.604073"
,,,,,,"216.274","762.86","3.604115"
,,,,,,"216.276","762.86","3.604146"
,,,,,,"216.278","762.86","3.604177"
,,,,,,"216.28","762.8918","3.604208"
,,,,,,"216.282","762.8918","3.604239"
,,,,,,"216.284","762.8918","3.604281"
,,,,,,"216.286","762.8918","3.604312"
,,,,,,"216.288","762.8918","3.604344"
,,,,,,"216.29","762.8918","3.604375"
,,,,,,"216.292","762.9395","3.604406"
,,,,,,"216.294","762.9395","3.604448"
,,,,,,"216.296","762.9395","3.604479"
,,,,,,"216.298","762.9395","3.60451"
,,,,,,"216.3","762.9395","3.604542"
,,,,,,"216.302","762.9395","3.604573"
,,,,,,"216.304","762.9713","3.604614"
,,,,,,"216.306","762.9713","3.604646"
,,,,,,"216.308","762.9713","3.604677"
,,,,,,"216.31","762.9713","3.604708"
,,,,,,"216.312","762.9713","3.604739"
,,,,,,"216.314","762.9713","3.604781"
,,,,,,"216.316","763.0189","3.604812"
,,,,,,"216.318","763.0189","3.604844"
,,,,,,"216.32","763.0189","3.604875"
,,,,,,"216.322","763.0189","3.604906"
,,,,,,"216.324","763.0189","3.604948"
,,,,,,"216.326","763.0189","3.604979"
,,,,,,"216.328","763.0507","3.60501"
,,,,,,"216.33","763.0507","3.605042"
,,,,,,"216.332","763.0507","3.605073"
,,,,,,"216.334","763.0507","3.605114"
,,,,,,"216.336","763.0507","3.605146"
,,,,,,"216.338","763.0507","3.605177"
,,,,,,"216.34","763.0666","3.605208"
,,,,,,"216.342","763.0984","3.60524"
,,,,,,"216.344","763.0984","3.605281"
,,,,,,"216.346","763.0984","3.605312"
,,,,,,"216.348","763.0984","3.605344"
,,,,,,"216.35","763.0984","3.605375"
,,,,,,"216.352","763.0984","3.605406"
,,,,,,"216.354","763.0984","3.605448"
,,,,,,"216.356","763.1302","3.605479"
,,,,,,"216.358","763.1302","3.60551"
,,,,,,"216.36","763.1302","3.605542"
,,,,,,"216.362","763.1302","3.605573"
,,,,,,"216.364","763.1302","3.605615"
,,,,,,"216.366","763.1302","3.605646"
,,,,,,"216.368","763.1779","3.605677"
,,,,,,"216.37","763.1779","3.605708"
,,,,,,"216.372","763.1779","3.60574"
,,,,,,"216.374","763.1779","3.605771"
,,,,,,"216.376","763.1779","3.605813"
,,,,,,"216.378","763.1779","3.605844"
,,,,,,"216.38","763.1779","3.605875"
,,,,,,"216.382","763.2097","3.605906"
,,,,,,"216.384","763.2097","3.605948"
,,,,,,"216.386","763.2097","3.605979"
,,,,,,"216.388","763.2097","3.60601"
,,,,,,"216.39","763.2097","3.606042"
,,,,,,"216.392","763.2573","3.606073"
,,,,,,"216.394","763.2573","3.606115"
,,,,,,"216.396","763.2573","3.606146"
,,,,,,"216.398","763.2573","3.606177"
,,,,,,"216.4","763.2573","3.606208"
,,,,,,"216.402","763.2573","3.60624"
,,,,,,"216.404","763.2573","3.606281"
,,,,,,"216.406","763.2891","3.606313"
,,,,,,"216.408","763.2891","3.606344"
,,,,,,"216.41","763.2891","3.606375"
,,,,,,"216.412","763.2891","3.606406"
,,,,,,"216.414","763.2891","3.606448"
,,,,,,"216.416","763.3369","3.606479"
,,,,,,"216.418","763.3369","3.60651"
,,,,,,"216.42","763.3369","3.606542"
,,,,,,"216.422","763.3369","3.606583"
,,,,,,"216.424","763.3369","3.606615"
,,,,,,"216.426","763.3369","3.606646"
,,,,,,"216.428","763.3369","3.606677"
,,,,,,"216.43","763.3527","3.606708"
,,,,,,"216.432","763.3686","3.60675"
,,,,,,"216.434","763.3686","3.606781"
,,,,,,"216.436","763.3686","3.606812"
,,,,,,"216.438","763.3686","3.606844"
,,,,,,"216.44","763.3686","3.606885"
,,,,,,"216.442","763.4163","3.606917"
,,,,,,"216.444","763.4163","3.606948"
,,,,,,"216.446","763.4163","3.606979"
,,,,,,"216.448","763.4163","3.607021"
,,,,,,"216.45","763.4163","3.607052"
,,,,,,"216.452","763.4163","3.607083"
,,,,,,"216.454","763.4322","3.607115"
,,,,,,"216.456","763.4481","3.607146"
,,,,,,"216.458","763.4481","3.607188"
,,,,,,"216.46","763.4481","3.607219"
,,,,,,"216.462","763.4481","3.60725"
,,,,,,"216.464","763.4481","3.607281"
,,,,,,"216.466","763.4957","3.607323"
,,,,,,"216.468","763.4957","3.607354"
,,,,,,"216.47","763.4957","3.607385"
,,,,,,"216.472","763.4957","3.607417"
,,,,,,"216.474","763.4957","3.607458"
,,,,,,"216.476","763.5276","3.60749"
,,,,,,"216.478","763.5276","3.607521"
,,,,,,"216.48","763.5276","3.607552"
,,,,,,"216.482","763.5276","3.607594"
,,,,,,"216.484","763.5276","3.607625"
,,,,,,"216.486","763.5593","3.607656"
,,,,,,"216.488","763.5753","3.607687"
,,,,,,"216.49","763.5753","3.607719"
,,,,,,"216.492","763.5753","3.60776"
,,,,,,"216.494","763.5753","3.607792"
,,,,,,"216.496","763.5753","3.607823"
,,,,,,"216.498","763.6071","3.607854"
,,,,,,"216.5","763.6071","3.607896"
,,,,,,"216.502","763.6071","3.607927"
,,,,,,"216.504","763.6071","3.607958"
,,,,,,"216.506","763.6071","3.60799"
,,,,,,"216.508","763.6071","3.608031"
,,,,,,"216.51","763.6388","3.608063"
,,,,,,"216.512","763.6547","3.608094"
,,,,,,"216.514","763.6547","3.608125"
,,,,,,"216.516","763.6547","3.608156"
,,,,,,"216.518","763.6547","3.608198"
,,,,,,"216.52","763.6547","3.608229"
,,,,,,"216.522","763.6865","3.60826"
,,,,,,"216.524","763.6865","3.608292"
,,,,,,"216.526","763.6865","3.608323"
,,,,,,"216.528","763.6865","3.608365"
,,,,,,"216.53","763.6865","3.608396"
,,,,,,"216.532","763.6865","3.608427"
,,,,,,"216.534","763.7183","3.608458"
,,,,,,"216.536","763.7342","3.6085"
,,,,,,"216.538","763.7342","3.608531"
,,,,,,"216.54","763.7342","3.608562"
,,,,,,"216.542","763.7342","3.608594"
,,,,,,"216.544","763.7342","3.608635"
,,,,,,"216.546","763.7342","3.608667"
,,,,,,"216.548","763.7342","3.608698"
,,,,,,"216.55","763.766","3.608729"
,,,,,,"216.552","763.766","3.60876"
,,,,,,"216.554","763.766","3.608802"
,,,,,,"216.556","763.766","3.608833"
,,,,,,"216.558","763.766","3.608865"
,,,,,,"216.56","763.8137","3.608896"
,,,,,,"216.562","763.8137","3.608938"
,,,,,,"216.564","763.8137","3.608969"
,,,,,,"216.566","763.8137","3.609"
,,,,,,"216.568","763.8137","3.609031"
,,,,,,"216.57","763.8137","3.609073"
,,,,,,"216.572","763.8137","3.609104"
,,,,,,"216.574","763.8455","3.609135"
,,,,,,"216.576","763.8455","3.609167"
,,,,,,"216.578","763.8455","3.609198"
,,,,,,"216.58","763.8455","3.60924"
,,,,,,"216.582","763.8455","3.609271"
,,,,,,"216.584","763.8455","3.609302"
,,,,,,"216.586","763.8931","3.609333"
,,,,,,"216.588","763.8931","3.609365"
,,,,,,"216.59","763.8931","3.609396"
,,,,,,"216.592","763.8931","3.609437"
,,,,,,"216.594","763.8931","3.609469"
,,,,,,"216.596","763.8931","3.6095"
,,,,,,"216.598","763.9249","3.609531"
,,,,,,"216.6","763.9249","3.609573"
,,,,,,"216.602","763.9249","3.609604"
,,,,,,"216.604","763.9249","3.609635"
,,,,,,"216.606","763.9249","3.609667"
,,,,,,"216.608","763.9249","3.609698"
,,,,,,"216.61","763.9726","3.609729"
,,,,,,"216.612","763.9726","3.609771"
,,,,,,"216.614","763.9726","3.609802"
,,,,,,"216.616","763.9726","3.609833"
,,,,,,"216.618","763.9726","3.609864"
,,,,,,"216.62","763.9726","3.609896"
,,,,,,"216.622","763.9885","3.609927"
,,,,,,"216.624","764.0044","3.609969"
,,,,,,"216.626","764.0044","3.61"
,,,,,,"216.628","764.0044","3.610031"
,,,,,,"216.63","764.0044","3.610062"
,,,,,,"216.632","764.0044","3.610104"
,,,,,,"216.634","764.0521","3.610135"
,,,,,,"216.636","764.0521","3.610167"
,,,,,,"216.638","764.0521","3.610198"
,,,,,,"216.64","764.0521","3.610229"
,,,,,,"216.642","764.0521","3.61026"
,,,,,,"216.644","764.0521","3.610302"
,,,,,,"216.646","764.0839","3.610333"
,,,,,,"216.648","764.0839","3.610364"
,,,,,,"216.65","764.0839","3.610396"
,,,,,,"216.652","764.0839","3.610427"
,,,,,,"216.654","764.0839","3.610469"
,,,,,,"216.656","764.1315","3.6105"
,,,,,,"216.658","764.1315","3.610531"
,,,,,,"216.66","764.1315","3.610563"
,,,,,,"216.662","764.1315","3.610604"
,,,,,,"216.664","764.1315","3.610635"
,,,,,,"216.666","764.1315","3.610667"
,,,,,,"216.668","764.1315","3.610698"
,,,,,,"216.67","764.1633","3.610729"
,,,,,,"216.672","764.1633","3.61076"
,,,,,,"216.674","764.1633","3.610802"
,,,,,,"216.676","764.1633","3.610833"
,,,,,,"216.678","764.1633","3.610865"
,,,,,,"216.68","764.211","3.610896"
,,,,,,"216.682","764.211","3.610927"
,,,,,,"216.684","764.211","3.610958"
,,,,,,"216.686","764.211","3.61099"
,,,,,,"216.688","764.211","3.611031"
,,,,,,"216.69","764.211","3.611063"
,,,,,,"216.692","764.211","3.611094"
,,,,,,"216.694","764.2428","3.611125"
,,,,,,"216.696","764.2428","3.611156"
,,,,,,"216.698","764.2428","3.611187"
,,,,,,"216.7","764.2428","3.611229"
,,,,,,"216.702","764.2428","3.61126"
,,,,,,"216.704","764.2428","3.611292"
,,,,,,"216.706","764.2905","3.611323"
,,,,,,"216.708","764.2905","3.611354"
,,,,,,"216.71","764.2905","3.611396"
,,,,,,"216.712","764.2905","3.611427"
,,,,,,"216.714","764.2905","3.611458"
,,,,,,"216.716","764.2905","3.61149"
,,,,,,"216.718","764.3223","3.611521"
,,,,,,"216.72","764.3223","3.611562"
,,,,,,"216.722","764.3223","3.611594"
,,,,,,"216.724","764.3223","3.611625"
,,,,,,"216.726","764.3223","3.611656"
,,,,,,"216.728","764.37","3.611687"
,,,,,,"216.73","764.37","3.611729"
,,,,,,"216.732","764.37","3.61176"
,,,,,,"216.734","764.37","3.611792"
,,,,,,"216.736","764.37","3.611823"
,,,,,,"216.738","764.37","3.611854"
,,,,,,"216.74","764.4017","3.611896"
,,,,,,"216.742","764.4017","3.611927"
,,,,,,"216.744","764.4017","3.611958"
,,,,,,"216.746","764.4017","3.611989"
,,,,,,"216.748","764.4017","3.612021"
,,,,,,"216.75","764.4335","3.612052"
,,,,,,"216.752","764.4494","3.612083"
,,,,,,"216.754","764.4494","3.612114"
,,,,,,"216.756","764.4494","3.612156"
,,,,,,"216.758","764.4494","3.612187"
,,,,,,"216.76","764.4494","3.612219"
,,,,,,"216.762","764.4494","3.61225"
,,,,,,"216.764","764.4813","3.612281"
,,,,,,"216.766","764.4813","3.612313"
,,,,,,"216.768","764.4813","3.612354"
,,,,,,"216.77","764.4813","3.612385"
,,,,,,"216.772","764.4813","3.612417"
,,,,,,"216.774","764.4813","3.612448"
,,,,,,"216.776","764.4813","3.612479"
,,,,,,"216.778","764.5289","3.612521"
,,,,,,"216.78","764.5289","3.612552"
,,,,,,"216.782","764.5289","3.612583"
,,,,,,"216.784","764.5289","3.612615"
,,,,,,"216.786","764.5289","3.612656"
,,,,,,"216.788","764.5289","3.612687"
,,,,,,"216.79","764.5289","3.612719"
,,,,,,"216.792","764.5607","3.61275"
,,,,,,"216.794","764.5607","3.612781"
,,,,,,"216.796","764.5607","3.612823"
,,,,,,"216.798","764.5607","3.612854"
,,,,,,"216.8","764.5607","3.612885"
,,,,,,"216.802","764.5607","3.612917"
,,,,,,"216.804","764.5766","3.612948"
,,,,,,"216.806","764.6084","3.612979"
,,,,,,"216.808","764.6084","3.613021"
,,,,,,"216.81","764.6084","3.613052"
,,,,,,"216.812","764.6084","3.613083"
,,,,,,"216.814","764.6084","3.613115"
,,,,,,"216.816","764.6084","3.613146"
,,,,,,"216.818","764.6084","3.613177"
,,,,,,"216.82","764.6401","3.613219"
,,,,,,"216.822","764.6401","3.61325"
,,,,,,"216.824","764.6401","3.613281"
,,,,,,"216.826","764.6401","3.613312"
,,,,,,"216.828","764.6401","3.613344"
,,,,,,"216.83","764.672","3.613385"
,,,,,,"216.832","764.6879","3.613417"
,,,,,,"216.834","764.6879","3.613448"
,,,,,,"216.836","764.6879","3.613479"
,,,,,,"216.838","764.6879","3.61351"
,,,,,,"216.84","764.6879","3.613552"
,,,,,,"216.842","764.7197","3.613583"
,,,,,,"216.844","764.7197","3.613615"
,,,,,,"216.846","764.7197","3.613646"
,,,,,,"216.848","764.7197","3.613677"
,,,,,,"216.85","764.7197","3.613719"
,,,,,,"216.852","764.7355","3.61375"
,,,,,,"216.854","764.7673","3.613781"
,,,,,,"216.856","764.7673","3.613812"
,,,,,,"216.858","764.7673","3.613844"
,,,,,,"216.86","764.7673","3.613885"
,,,,,,"216.862","764.7673","3.613917"
,,,,,,"216.864","764.7991","3.613948"
