"BioCeramic",,,"Coralline",,,"MedPor",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm"
,,,,,,"198.562","701.3957","3.308917"
,,,,,,"198.564","701.3957","3.308948"
,,,,,,"198.566","701.3957","3.30899"
,,,,,,"198.568","701.4275","3.309021"
,,,,,,"198.57","701.4275","3.309052"
,,,,,,"198.572","701.4275","3.309083"
,,,,,,"198.574","701.4275","3.309114"
,,,,,,"198.576","701.4275","3.309156"
,,,,,,"198.578","701.4275","3.309187"
,,,,,,"198.58","701.4592","3.309219"
,,,,,,"198.582","701.4592","3.30925"
,,,,,,"198.584","701.4592","3.309281"
,,,,,,"198.586","701.4592","3.309313"
,,,,,,"198.588","701.4592","3.309344"
,,,,,,"198.59","701.4592","3.309385"
,,,,,,"198.592","701.5069","3.309417"
,,,,,,"198.594","701.5069","3.309448"
,,,,,,"198.596","701.5069","3.309479"
,,,,,,"198.598","701.5069","3.30951"
,,,,,,"198.6","701.5069","3.309552"
,,,,,,"198.602","701.5069","3.309583"
,,,,,,"198.604","701.5069","3.309615"
,,,,,,"198.606","701.5388","3.309646"
,,,,,,"198.608","701.5388","3.309677"
,,,,,,"198.61","701.5388","3.309719"
,,,,,,"198.612","701.5388","3.30975"
,,,,,,"198.614","701.5388","3.309781"
,,,,,,"198.616","701.5864","3.309813"
,,,,,,"198.618","701.5864","3.309844"
,,,,,,"198.62","701.5864","3.309875"
,,,,,,"198.622","701.5864","3.309906"
,,,,,,"198.624","701.5864","3.309948"
,,,,,,"198.626","701.5864","3.309979"
,,,,,,"198.628","701.5864","3.31001"
,,,,,,"198.63","701.6182","3.310042"
,,,,,,"198.632","701.6182","3.310073"
,,,,,,"198.634","701.6182","3.310115"
,,,,,,"198.636","701.6182","3.310146"
,,,,,,"198.638","701.6182","3.310177"
,,,,,,"198.64","701.6659","3.310208"
,,,,,,"198.642","701.6659","3.31024"
,,,,,,"198.644","701.6659","3.310271"
,,,,,,"198.646","701.6659","3.310313"
,,,,,,"198.648","701.6659","3.310344"
,,,,,,"198.65","701.6659","3.310375"
,,,,,,"198.652","701.6659","3.310406"
,,,,,,"198.654","701.6976","3.310437"
,,,,,,"198.656","701.6976","3.310479"
,,,,,,"198.658","701.6976","3.31051"
,,,,,,"198.66","701.6976","3.310542"
,,,,,,"198.662","701.6976","3.310573"
,,,,,,"198.664","701.7454","3.310604"
,,,,,,"198.666","701.7454","3.310635"
,,,,,,"198.668","701.7454","3.310677"
,,,,,,"198.67","701.7454","3.310708"
,,,,,,"198.672","701.7454","3.31074"
,,,,,,"198.674","701.7454","3.310771"
,,,,,,"198.676","701.7454","3.310802"
,,,,,,"198.678","701.7772","3.310844"
,,,,,,"198.68","701.7772","3.310875"
,,,,,,"198.682","701.7772","3.310906"
,,,,,,"198.684","701.7772","3.310937"
,,,,,,"198.686","701.7772","3.310969"
,,,,,,"198.688","701.7772","3.31101"
,,,,,,"198.69","701.8248","3.311042"
,,,,,,"198.692","701.8248","3.311073"
,,,,,,"198.694","701.8248","3.311104"
,,,,,,"198.696","701.8248","3.311146"
,,,,,,"198.698","701.8248","3.311177"
,,,,,,"198.7","701.8248","3.311208"
,,,,,,"198.702","701.8407","3.311239"
,,,,,,"198.704","701.8566","3.311271"
,,,,,,"198.706","701.8566","3.311302"
,,,,,,"198.708","701.8566","3.311344"
,,,,,,"198.71","701.8566","3.311375"
,,,,,,"198.712","701.8566","3.311406"
,,,,,,"198.714","701.8566","3.311437"
,,,,,,"198.716","701.9043","3.311469"
,,,,,,"198.718","701.9043","3.31151"
,,,,,,"198.72","701.9043","3.311542"
,,,,,,"198.722","701.9043","3.311573"
,,,,,,"198.724","701.9043","3.311604"
,,,,,,"198.726","701.9043","3.311646"
,,,,,,"198.728","701.9361","3.311677"
,,,,,,"198.73","701.9361","3.311708"
,,,,,,"198.732","701.9361","3.311739"
,,,,,,"198.734","701.9361","3.311781"
,,,,,,"198.736","701.9361","3.311812"
,,,,,,"198.738","701.9361","3.311844"
,,,,,,"198.74","701.9838","3.311875"
,,,,,,"198.742","701.9838","3.311906"
,,,,,,"198.744","701.9838","3.311948"
,,,,,,"198.746","701.9838","3.311979"
,,,,,,"198.748","701.9838","3.31201"
,,,,,,"198.75","701.9996","3.312042"
,,,,,,"198.752","702.0156","3.312073"
,,,,,,"198.754","702.0156","3.312114"
,,,,,,"198.756","702.0156","3.312146"
,,,,,,"198.758","702.0156","3.312177"
,,,,,,"198.76","702.0156","3.312208"
,,,,,,"198.762","702.0632","3.31224"
,,,,,,"198.764","702.0632","3.312281"
,,,,,,"198.766","702.0632","3.312312"
,,,,,,"198.768","702.0632","3.312344"
,,,,,,"198.77","702.0632","3.312375"
,,,,,,"198.772","702.0632","3.312406"
,,,,,,"198.774","702.095","3.312448"
,,,,,,"198.776","702.095","3.312479"
,,,,,,"198.778","702.095","3.31251"
,,,,,,"198.78","702.095","3.312542"
,,,,,,"198.782","702.095","3.312573"
,,,,,,"198.784","702.1427","3.312614"
,,,,,,"198.786","702.1427","3.312646"
,,,,,,"198.788","702.1427","3.312677"
,,,,,,"198.79","702.1427","3.312708"
,,,,,,"198.792","702.1427","3.31274"
,,,,,,"198.794","702.1745","3.312781"
,,,,,,"198.796","702.1745","3.312813"
,,,,,,"198.798","702.1745","3.312844"
,,,,,,"198.8","702.1745","3.312875"
,,,,,,"198.802","702.1745","3.312906"
,,,,,,"198.804","702.1745","3.312948"
,,,,,,"198.806","702.2222","3.312979"
,,,,,,"198.808","702.2222","3.31301"
,,,,,,"198.81","702.2222","3.313042"
,,,,,,"198.812","702.2222","3.313073"
,,,,,,"198.814","702.2381","3.313115"
,,,,,,"198.816","702.254","3.313146"
,,,,,,"198.818","702.254","3.313177"
,,,,,,"198.82","702.254","3.313208"
,,,,,,"198.822","702.254","3.31324"
,,,,,,"198.824","702.254","3.313281"
,,,,,,"198.826","702.3017","3.313313"
,,,,,,"198.828","702.3017","3.313344"
,,,,,,"198.83","702.3017","3.313375"
,,,,,,"198.832","702.3017","3.313406"
,,,,,,"198.834","702.3017","3.313448"
,,,,,,"198.836","702.3334","3.313479"
,,,,,,"198.838","702.3334","3.31351"
,,,,,,"198.84","702.3334","3.313542"
,,,,,,"198.842","702.3334","3.313573"
,,,,,,"198.844","702.3334","3.313615"
,,,,,,"198.846","702.3811","3.313646"
,,,,,,"198.848","702.3811","3.313677"
,,,,,,"198.85","702.3811","3.313708"
,,,,,,"198.852","702.3811","3.31374"
,,,,,,"198.854","702.397","3.313781"
,,,,,,"198.856","702.4129","3.313812"
,,,,,,"198.858","702.4129","3.313844"
,,,,,,"198.86","702.4129","3.313875"
,,,,,,"198.862","702.4129","3.313906"
,,,,,,"198.864","702.4129","3.313948"
,,,,,,"198.866","702.4606","3.313979"
,,,,,,"198.868","702.4606","3.31401"
,,,,,,"198.87","702.4606","3.314042"
,,,,,,"198.872","702.4606","3.314073"
,,,,,,"198.874","702.4606","3.314115"
,,,,,,"198.876","702.4924","3.314146"
,,,,,,"198.878","702.4924","3.314177"
,,,,,,"198.88","702.4924","3.314208"
,,,,,,"198.882","702.4924","3.31424"
,,,,,,"198.884","702.4924","3.314281"
,,,,,,"198.886","702.5401","3.314312"
,,,,,,"198.888","702.5401","3.314344"
,,,,,,"198.89","702.5401","3.314375"
,,,,,,"198.892","702.5401","3.314406"
,,,,,,"198.894","702.5401","3.314448"
,,,,,,"198.896","702.5719","3.314479"
,,,,,,"198.898","702.5719","3.31451"
,,,,,,"198.9","702.5719","3.314542"
,,,,,,"198.902","702.5719","3.314573"
,,,,,,"198.904","702.5719","3.314615"
,,,,,,"198.906","702.5719","3.314646"
,,,,,,"198.908","702.6196","3.314677"
,,,,,,"198.91","702.6196","3.314708"
,,,,,,"198.912","702.6196","3.314739"
,,,,,,"198.914","702.6196","3.314781"
,,,,,,"198.916","702.6196","3.314812"
,,,,,,"198.918","702.6354","3.314844"
,,,,,,"198.92","702.6513","3.314885"
,,,,,,"198.922","702.6513","3.314917"
,,,,,,"198.924","702.6513","3.314948"
,,,,,,"198.926","702.6513","3.314979"
,,,,,,"198.928","702.6513","3.31501"
,,,,,,"198.93","702.6513","3.315052"
,,,,,,"198.932","702.699","3.315083"
,,,,,,"198.934","702.699","3.315114"
,,,,,,"198.936","702.699","3.315146"
,,,,,,"198.938","702.699","3.315177"
,,,,,,"198.94","702.699","3.315219"
,,,,,,"198.942","702.7149","3.31525"
,,,,,,"198.944","702.7308","3.315281"
,,,,,,"198.946","702.7308","3.315312"
,,,,,,"198.948","702.7308","3.315344"
,,,,,,"198.95","702.7308","3.315385"
,,,,,,"198.952","702.7308","3.315417"
,,,,,,"198.954","702.7308","3.315448"
,,,,,,"198.956","702.7785","3.31549"
,,,,,,"198.958","702.7785","3.315521"
,,,,,,"198.96","702.7785","3.315552"
,,,,,,"198.962","702.7785","3.315583"
,,,,,,"198.964","702.7785","3.315614"
,,,,,,"198.966","702.7944","3.315656"
,,,,,,"198.968","702.8103","3.315687"
,,,,,,"198.97","702.8103","3.315719"
,,,,,,"198.972","702.8103","3.31575"
,,,,,,"198.974","702.8103","3.315781"
,,,,,,"198.976","702.8103","3.315823"
,,,,,,"198.978","702.858","3.315854"
,,,,,,"198.98","702.858","3.315885"
,,,,,,"198.982","702.858","3.315927"
,,,,,,"198.984","702.858","3.315958"
,,,,,,"198.986","702.858","3.315989"
,,,,,,"198.988","702.858","3.316021"
,,,,,,"198.99","702.8898","3.316052"
,,,,,,"198.992","702.8898","3.316094"
,,,,,,"198.994","702.8898","3.316125"
,,,,,,"198.996","702.8898","3.316156"
,,,,,,"198.998","702.8898","3.316187"
,,,,,,"199","702.9374","3.316219"
,,,,,,"199.002","702.9374","3.31626"
,,,,,,"199.004","702.9374","3.316292"
,,,,,,"199.006","702.9374","3.316323"
,,,,,,"199.008","702.9374","3.316354"
,,,,,,"199.01","702.9374","3.316396"
,,,,,,"199.012","702.9374","3.316427"
,,,,,,"199.014","702.9692","3.316458"
,,,,,,"199.016","702.9692","3.316489"
,,,,,,"199.018","702.9692","3.316531"
,,,,,,"199.02","702.9692","3.316562"
,,,,,,"199.022","702.9692","3.316594"
,,,,,,"199.024","702.9692","3.316625"
,,,,,,"199.026","703.0169","3.316656"
,,,,,,"199.028","703.0169","3.316698"
,,,,,,"199.03","703.0169","3.316729"
,,,,,,"199.032","703.0169","3.31676"
,,,,,,"199.034","703.0169","3.316792"
,,,,,,"199.036","703.0169","3.316823"
,,,,,,"199.038","703.0487","3.316864"
,,,,,,"199.04","703.0487","3.316896"
,,,,,,"199.042","703.0487","3.316927"
,,,,,,"199.044","703.0487","3.316969"
,,,,,,"199.046","703.0487","3.317"
,,,,,,"199.048","703.0487","3.317031"
,,,,,,"199.05","703.0964","3.317062"
,,,,,,"199.052","703.0964","3.317094"
,,,,,,"199.054","703.0964","3.317135"
,,,,,,"199.056","703.0964","3.317167"
,,,,,,"199.058","703.0964","3.317198"
,,,,,,"199.06","703.0964","3.317229"
,,,,,,"199.062","703.1282","3.317271"
,,,,,,"199.064","703.1282","3.317302"
,,,,,,"199.066","703.1282","3.317333"
,,,,,,"199.068","703.1282","3.317364"
,,,,,,"199.07","703.1282","3.317396"
,,,,,,"199.072","703.1758","3.317437"
,,,,,,"199.074","703.1758","3.317469"
,,,,,,"199.076","703.1758","3.3175"
,,,,,,"199.078","703.1758","3.317531"
,,,,,,"199.08","703.1758","3.317563"
,,,,,,"199.082","703.1758","3.317604"
,,,,,,"199.084","703.1758","3.317635"
,,,,,,"199.086","703.2076","3.317667"
,,,,,,"199.088","703.2076","3.317698"
,,,,,,"199.09","703.2076","3.317729"
,,,,,,"199.092","703.2076","3.31776"
,,,,,,"199.094","703.2076","3.317802"
,,,,,,"199.096","703.2554","3.317833"
,,,,,,"199.098","703.2554","3.317865"
,,,,,,"199.1","703.2554","3.317896"
,,,,,,"199.102","703.2554","3.317937"
,,,,,,"199.104","703.2554","3.317969"
,,,,,,"199.106","703.2554","3.318"
,,,,,,"199.108","703.2871","3.318031"
,,,,,,"199.11","703.2871","3.318063"
,,,,,,"199.112","703.2871","3.318104"
,,,,,,"199.114","703.2871","3.318135"
,,,,,,"199.116","703.2871","3.318167"
,,,,,,"199.118","703.2871","3.318198"
,,,,,,"199.12","703.3348","3.318229"
,,,,,,"199.122","703.3348","3.31826"
,,,,,,"199.124","703.3348","3.318302"
,,,,,,"199.126","703.3348","3.318333"
,,,,,,"199.128","703.3348","3.318365"
,,,,,,"199.13","703.3348","3.318396"
,,,,,,"199.132","703.3348","3.318427"
,,,,,,"199.134","703.3666","3.318469"
,,,,,,"199.136","703.3666","3.3185"
,,,,,,"199.138","703.3666","3.318531"
,,,,,,"199.14","703.3666","3.318563"
,,,,,,"199.142","703.3666","3.318594"
,,,,,,"199.144","703.3666","3.318635"
,,,,,,"199.146","703.4142","3.318667"
,,,,,,"199.148","703.4142","3.318698"
,,,,,,"199.15","703.4142","3.318729"
,,,,,,"199.152","703.4142","3.31876"
,,,,,,"199.154","703.4142","3.318802"
,,,,,,"199.156","703.4142","3.318833"
,,,,,,"199.158","703.4302","3.318865"
,,,,,,"199.16","703.4461","3.318896"
,,,,,,"199.162","703.4461","3.318927"
,,,,,,"199.164","703.4461","3.318969"
,,,,,,"199.166","703.4461","3.319"
,,,,,,"199.168","703.4461","3.319031"
,,,,,,"199.17","703.4461","3.319062"
,,,,,,"199.172","703.4938","3.319094"
,,,,,,"199.174","703.4938","3.319125"
,,,,,,"199.176","703.4938","3.319156"
,,,,,,"199.178","703.4938","3.319198"
,,,,,,"199.18","703.4938","3.319229"
,,,,,,"199.182","703.4938","3.31926"
,,,,,,"199.184","703.5255","3.319292"
,,,,,,"199.186","703.5255","3.319323"
,,,,,,"199.188","703.5255","3.319365"
,,,,,,"199.19","703.5255","3.319396"
,,,,,,"199.192","703.5255","3.319427"
,,,,,,"199.194","703.5255","3.319458"
,,,,,,"199.196","703.5732","3.319489"
,,,,,,"199.198","703.5732","3.319531"
,,,,,,"199.2","703.5732","3.319562"
,,,,,,"199.202","703.5732","3.319594"
,,,,,,"199.204","703.5732","3.319625"
,,,,,,"199.206","703.5732","3.319656"
,,,,,,"199.208","703.605","3.319687"
,,,,,,"199.21","703.605","3.319719"
,,,,,,"199.212","703.605","3.31976"
,,,,,,"199.214","703.605","3.319792"
,,,,,,"199.216","703.605","3.319823"
,,,,,,"199.218","703.605","3.319854"
,,,,,,"199.22","703.6527","3.319885"
,,,,,,"199.222","703.6527","3.319927"
,,,,,,"199.224","703.6527","3.319958"
,,,,,,"199.226","703.6527","3.319989"
,,,,,,"199.228","703.6527","3.320021"
,,,,,,"199.23","703.6686","3.320052"
,,,,,,"199.232","703.6845","3.320094"
,,,,,,"199.234","703.6845","3.320125"
,,,,,,"199.236","703.6845","3.320156"
,,,,,,"199.238","703.6845","3.320188"
,,,,,,"199.24","703.6845","3.320219"
,,,,,,"199.242","703.6845","3.32025"
,,,,,,"199.244","703.7322","3.320281"
,,,,,,"199.246","703.7322","3.320323"
,,,,,,"199.248","703.7322","3.320354"
,,,,,,"199.25","703.7322","3.320385"
,,,,,,"199.252","703.7322","3.320417"
,,,,,,"199.254","703.748","3.320448"
,,,,,,"199.256","703.764","3.32049"
,,,,,,"199.258","703.764","3.320521"
,,,,,,"199.26","703.764","3.320552"
,,,,,,"199.262","703.764","3.320583"
,,,,,,"199.264","703.764","3.320615"
,,,,,,"199.266","703.764","3.320656"
,,,,,,"199.268","703.8116","3.320688"
,,,,,,"199.27","703.8116","3.320719"
,,,,,,"199.272","703.8116","3.32075"
,,,,,,"199.274","703.8116","3.320781"
,,,,,,"199.276","703.8116","3.320823"
,,,,,,"199.278","703.8116","3.320854"
,,,,,,"199.28","703.8434","3.320885"
,,,,,,"199.282","703.8434","3.320917"
,,,,,,"199.284","703.8434","3.320948"
,,,,,,"199.286","703.8434","3.320979"
,,,,,,"199.288","703.8434","3.321021"
,,,,,,"199.29","703.8434","3.321052"
,,,,,,"199.292","703.8434","3.321083"
,,,,,,"199.294","703.8911","3.321115"
,,,,,,"199.296","703.8911","3.321146"
,,,,,,"199.298","703.8911","3.321187"
,,,,,,"199.3","703.8911","3.321219"
,,,,,,"199.302","703.8911","3.32125"
,,,,,,"199.304","703.9229","3.321281"
,,,,,,"199.306","703.9229","3.321312"
,,,,,,"199.308","703.9229","3.321344"
,,,,,,"199.31","703.9229","3.321385"
,,,,,,"199.312","703.9229","3.321417"
,,,,,,"199.314","703.9229","3.321448"
,,,,,,"199.316","703.9229","3.321479"
,,,,,,"199.318","703.9706","3.32151"
,,,,,,"199.32","703.9706","3.321552"
,,,,,,"199.322","703.9706","3.321583"
,,,,,,"199.324","703.9706","3.321615"
,,,,,,"199.326","703.9706","3.321646"
,,,,,,"199.328","704.0024","3.321677"
,,,,,,"199.33","704.0024","3.321719"
,,,,,,"199.332","704.0024","3.32175"
,,,,,,"199.334","704.0024","3.321781"
,,,,,,"199.336","704.0024","3.321812"
,,,,,,"199.338","704.0024","3.321844"
,,,,,,"199.34","704.0024","3.321885"
,,,,,,"199.342","704.05","3.321917"
,,,,,,"199.344","704.05","3.321948"
,,,,,,"199.346","704.05","3.321979"
,,,,,,"199.348","704.05","3.32201"
,,,,,,"199.35","704.05","3.322052"
,,,,,,"199.352","704.0818","3.322083"
,,,,,,"199.354","704.0818","3.322114"
,,,,,,"199.356","704.0818","3.322146"
,,,,,,"199.358","704.0818","3.322177"
,,,,,,"199.36","704.0818","3.322219"
,,,,,,"199.362","704.0818","3.32225"
,,,,,,"199.364","704.1295","3.322281"
,,,,,,"199.366","704.1295","3.322312"
,,,,,,"199.368","704.1295","3.322344"
,,,,,,"199.37","704.1295","3.322385"
,,,,,,"199.372","704.1295","3.322417"
,,,,,,"199.374","704.1454","3.322448"
,,,,,,"199.376","704.1613","3.322479"
,,,,,,"199.378","704.1613","3.32251"
,,,,,,"199.38","704.1613","3.322552"
,,,,,,"199.382","704.1613","3.322583"
,,,,,,"199.384","704.1613","3.322614"
,,,,,,"199.386","704.209","3.322646"
,,,,,,"199.388","704.209","3.322677"
,,,,,,"199.39","704.209","3.322719"
,,,,,,"199.392","704.209","3.32275"
,,,,,,"199.394","704.209","3.322781"
,,,,,,"199.396","704.209","3.322813"
,,,,,,"199.398","704.2408","3.322844"
,,,,,,"199.4","704.2408","3.322875"
,,,,,,"199.402","704.2408","3.322906"
,,,,,,"199.404","704.2408","3.322948"
,,,,,,"199.406","704.2408","3.322979"
,,,,,,"199.408","704.2885","3.32301"
,,,,,,"199.41","704.2885","3.323042"
,,,,,,"199.412","704.2885","3.323073"
,,,,,,"199.414","704.2885","3.323115"
,,,,,,"199.416","704.2885","3.323146"
,,,,,,"199.418","704.2885","3.323177"
,,,,,,"199.42","704.3203","3.323208"
,,,,,,"199.422","704.3203","3.32324"
,,,,,,"199.424","704.3203","3.323281"
,,,,,,"199.426","704.3203","3.323313"
,,,,,,"199.428","704.3203","3.323344"
,,,,,,"199.43","704.3362","3.323375"
,,,,,,"199.432","704.3679","3.323406"
,,,,,,"199.434","704.3679","3.323448"
,,,,,,"199.436","704.3679","3.323479"
,,,,,,"199.438","704.3679","3.32351"
,,,,,,"199.44","704.3679","3.323542"
,,,,,,"199.442","704.3998","3.323573"
,,,,,,"199.444","704.3998","3.323615"
,,,,,,"199.446","704.3998","3.323646"
,,,,,,"199.448","704.3998","3.323677"
,,,,,,"199.45","704.3998","3.323708"
,,,,,,"199.452","704.3998","3.32374"
,,,,,,"199.454","704.4474","3.323781"
,,,,,,"199.456","704.4474","3.323812"
,,,,,,"199.458","704.4474","3.323844"
,,,,,,"199.46","704.4474","3.323875"
,,,,,,"199.462","704.4474","3.323906"
,,,,,,"199.464","704.4792","3.323937"
,,,,,,"199.466","704.4792","3.323969"
,,,,,,"199.468","704.4792","3.32401"
,,,,,,"199.47","704.4792","3.324042"
,,,,,,"199.472","704.4792","3.324073"
,,,,,,"199.474","704.4792","3.324104"
,,,,,,"199.476","704.5269","3.324135"
,,,,,,"199.478","704.5269","3.324177"
,,,,,,"199.48","704.5269","3.324208"
,,,,,,"199.482","704.5269","3.324239"
,,,,,,"199.484","704.5269","3.324271"
,,,,,,"199.486","704.5428","3.324302"
,,,,,,"199.488","704.5587","3.324344"
,,,,,,"199.49","704.5587","3.324375"
,,,,,,"199.492","704.5587","3.324406"
,,,,,,"199.494","704.5587","3.324437"
,,,,,,"199.496","704.5587","3.324469"
,,,,,,"199.498","704.6064","3.32451"
,,,,,,"199.5","704.6064","3.324542"
,,,,,,"199.502","704.6064","3.324573"
,,,,,,"199.504","704.6064","3.324604"
,,,,,,"199.506","704.6064","3.324635"
,,,,,,"199.508","704.6064","3.324677"
,,,,,,"199.51","704.6382","3.324708"
,,,,,,"199.512","704.6382","3.324739"
,,,,,,"199.514","704.6382","3.324771"
,,,,,,"199.516","704.6382","3.324802"
,,,,,,"199.518","704.6382","3.324844"
,,,,,,"199.52","704.6859","3.324865"
,,,,,,"199.522","704.6859","3.324906"
,,,,,,"199.524","704.6859","3.324938"
,,,,,,"199.526","704.6859","3.324969"
,,,,,,"199.528","704.6859","3.32501"
,,,,,,"199.53","704.6859","3.325042"
,,,,,,"199.532","704.6859","3.325073"
,,,,,,"199.534","704.7177","3.325104"
,,,,,,"199.536","704.7177","3.325135"
,,,,,,"199.538","704.7177","3.325177"
,,,,,,"199.54","704.7177","3.325208"
,,,,,,"199.542","704.7177","3.32524"
,,,,,,"199.544","704.7653","3.325271"
,,,,,,"199.546","704.7653","3.325302"
,,,,,,"199.548","704.7653","3.325344"
,,,,,,"199.55","704.7653","3.325375"
,,,,,,"199.552","704.7653","3.325406"
,,,,,,"199.554","704.7653","3.325438"
,,,,,,"199.556","704.7971","3.325479"
,,,,,,"199.558","704.7971","3.32551"
,,,,,,"199.56","704.7971","3.325542"
,,,,,,"199.562","704.7971","3.325573"
,,,,,,"199.564","704.7971","3.325604"
,,,,,,"199.566","704.813","3.325646"
,,,,,,"199.568","704.8448","3.325677"
,,,,,,"199.57","704.8448","3.325708"
,,,,,,"199.572","704.8448","3.32574"
,,,,,,"199.574","704.8448","3.325771"
,,,,,,"199.576","704.8448","3.325813"
,,,,,,"199.578","704.8766","3.325844"
,,,,,,"199.58","704.8766","3.325875"
,,,,,,"199.582","704.8766","3.325906"
,,,,,,"199.584","704.8766","3.325948"
,,,,,,"199.586","704.8766","3.325979"
,,,,,,"199.588","704.8766","3.32601"
,,,,,,"199.59","704.9243","3.326042"
,,,,,,"199.592","704.9243","3.326073"
,,,,,,"199.594","704.9243","3.326115"
,,,,,,"199.596","704.9243","3.326146"
,,,,,,"199.598","704.9243","3.326177"
,,,,,,"199.6","704.9561","3.326219"
,,,,,,"199.602","704.9561","3.32625"
,,,,,,"199.604","704.9561","3.326281"
,,,,,,"199.606","704.9561","3.326313"
,,,,,,"199.608","704.9561","3.326344"
,,,,,,"199.61","705.0037","3.326385"
,,,,,,"199.612","705.0037","3.326417"
,,,,,,"199.614","705.0037","3.326448"
,,,,,,"199.616","705.0037","3.326479"
,,,,,,"199.618","705.0037","3.32651"
,,,,,,"199.62","705.0037","3.326552"
,,,,,,"199.622","705.0355","3.326583"
,,,,,,"199.624","705.0355","3.326615"
,,,,,,"199.626","705.0355","3.326646"
,,,,,,"199.628","705.0355","3.326677"
,,,,,,"199.63","705.0355","3.326719"
,,,,,,"199.632","705.0832","3.32675"
,,,,,,"199.634","705.0832","3.326781"
,,,,,,"199.636","705.0832","3.326823"
,,,,,,"199.638","705.0832","3.326854"
,,,,,,"199.64","705.0832","3.326885"
,,,,,,"199.642","705.0832","3.326917"
,,,,,,"199.644","705.115","3.326948"
,,,,,,"199.646","705.115","3.32699"
,,,,,,"199.648","705.115","3.327021"
,,,,,,"199.65","705.115","3.327052"
,,,,,,"199.652","705.115","3.327083"
,,,,,,"199.654","705.1309","3.327115"
,,,,,,"199.656","705.1627","3.327156"
,,,,,,"199.658","705.1627","3.327188"
,,,,,,"199.66","705.1627","3.327219"
,,,,,,"199.662","705.1627","3.32725"
,,,,,,"199.664","705.1627","3.327281"
,,,,,,"199.666","705.1945","3.327323"
,,,,,,"199.668","705.1945","3.327354"
,,,,,,"199.67","705.1945","3.327385"
,,,,,,"199.672","705.1945","3.327417"
,,,,,,"199.674","705.1945","3.327448"
,,,,,,"199.676","705.1945","3.32749"
,,,,,,"199.678","705.2422","3.327521"
,,,,,,"199.68","705.2422","3.327552"
,,,,,,"199.682","705.2422","3.327594"
,,,,,,"199.684","705.2422","3.327625"
,,,,,,"199.686","705.2422","3.327656"
,,,,,,"199.688","705.2739","3.327688"
